"Major category"	"Subcategory"	"Disease"	"Genetic defect"	"Inheritance"	"score_positive_total"	"VariantCounts.VRE"	"VariantCounts.ClnVar"	"OMIM ID"	"AlphaFold_URL"	"Uniprot"	"HPO IDs"	"HPO term"	"ICD9"	"ICD10"	"Associated features"	"B cell"	"T cell"	"Ig"	"Neutrophil"	"Inheritance detail"	"Major_category_original"	"GOF/DN details"	"T cell details"	"B cell details"	"Ig details"	"Neutrophil details"	"Other affected cells"	"score5.ClnVar"	"score4.ClnVar"	"score2.ClnVar"	"score0.ClnVar"	"score5.VRE"	"score4.VRE"	"score2.VRE"	"score0.VRE"	"min_prob"	"median_prob"	"max_prob"	"q1_prob"	"q3_prob"
"1. CID"	"1. T-B+ SCID"	"CD3z deficiency"	"CD247"	"AR"	2	"1 / 0 / 33 / 1"	"15 / 0 / 133 / 218"	"186780"	"https://alphafold.ebi.ac.uk/entry/P20963"	"P20963"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	279.2	"D81.2"	NA	"normal"	"low"	"low"	"normal"	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Very low"	"Normal"	"Low"	"Normal"	"No g/d T cells"	15	0	133	218	1	0	33	1	1.79966467304579e-08	2.67991369015326e-07	5.17986091300195e-07	1.42994007872892e-07	3.92988730157761e-07
"1. CID"	"1. T-B+ SCID"	"CD3d deficiency"	"CD3D"	"AR"	3	"2 / 1 / 34 / 0"	"20 / 10 / 162 / 234"	"186790"	"https://alphafold.ebi.ac.uk/entry/P04234"	"P04234"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	279.2	"D81.2"	NA	"normal"	"low"	"low"	"normal"	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Very low"	"Normal"	"Low"	"Normal"	"No g/d T cells"	20	10	162	234	2	1	34	0	2.09562009056258e-08	2.09756019494343e-08	1.04030479125869e-07	2.096590142753e-08	6.25030405376516e-08
"1. CID"	"1. T-B+ SCID"	"CD3e deficiency"	"CD3E"	"AR"	3	"1 / 2 / 29 / 2"	"26 / 14 / 173 / 346"	"186830"	"https://alphafold.ebi.ac.uk/entry/P07766"	"P07766"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	279.2	"D81.2"	NA	"normal"	"low"	"low"	"normal"	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Very low"	"Normal"	"Low"	"Normal"	"No g/d T cells"	26	14	173	346	1	2	29	2	1.20180448583409e-07	1.20227036655275e-07	9.59637747246193e-07	1.20203742619342e-07	5.39932391950734e-07
"1. CID"	"1. T-B+ SCID"	"Coronin-1A deficiency"	"CORO1A"	"AR"	2	"1 / 1 / 43 / 2"	"19 / 14 / 236 / 376"	"605000"	"https://alphafold.ebi.ac.uk/entry/P31146"	"P31146"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	279.2	"D81.2"	"Detectable thymus, EBV"	"normal"	"low"	"low"	"normal"	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Very low"	"Normal"	"Low"	"Normal"	NA	19	14	236	376	1	1	43	2	6.82919997819294e-08	6.82919997819294e-08	6.82919997819294e-08	6.82919997819294e-08	6.82919997819294e-08
"1. CID"	"1. T-B+ SCID"	"gc deficiency (common gamma chain SCID, CD132 deficiency)"	"IL2RG"	"XL"	3	"1 / 1 / 16 / 28"	"194 / 104 / 244 / 414"	"308380"	"https://alphafold.ebi.ac.uk/entry/P31785"	"P31785"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	279.2	"D81.2"	NA	"borderline"	"low"	"low"	"normal"	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Very low"	"Normal to high"	"Low"	"Normal"	"Low NK"	194	104	244	414	1	1	16	28	4.03130240561134e-08	4.03130240561134e-08	1.61466061639324e-07	4.03130240561134e-08	1.00889542847719e-07
"1. CID"	"1. T-B+ SCID"	"IL7Ra deficiency"	"IL7R"	"AR"	12	"6 / 2 / 81 / 14"	"81 / 26 / 438 / 586"	"146661"	"https://alphafold.ebi.ac.uk/entry/P16871"	"P16871"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	279.2	"D81.2"	NA	"borderline"	"low"	"low"	"normal"	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Very low"	"Normal to high"	"Low"	"Normal"	NA	81	26	438	586	6	2	81	14	2.49975555315371e-05	5.00469284764987e-05	0.000150244771251726	2.50136708556339e-05	7.50179408641793e-05
"1. CID"	"1. T-B+ SCID"	"ITPKB deficiency"	"ITPKB"	"AR"	3	"1 / 2 / 15 / 9"	"0 / 2 / 130 / 40"	NA	"https://alphafold.ebi.ac.uk/entry/P27987"	"P27987"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	279.2	"D81.2"	"FTT"	"normal"	"low"	"low"	"mixed"	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Very low"	"Normal"	"Low"	"Normal to low"	"Low Hb, low platelets, low neutrophils"	0	2	130	40	1	2	15	9	0.0424110146204189	1.51104945310287	2.35741565715395	0.776730233861646	1.93423255512841
"1. CID"	"1. T-B+ SCID"	"JAK3 deficiency"	"JAK3"	"AR"	12	"5 / 5 / 131 / 13"	"152 / 89 / 827 / 1528"	"600173"	"https://alphafold.ebi.ac.uk/entry/P52333"	"P52333"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	279.2	"D81.2"	NA	"borderline"	"low"	"low"	"normal"	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Very low"	"Normal to high"	"Low"	"Normal"	"Low NK"	152	89	827	1528	5	5	131	13	6.35033120664029e-07	6.35696530397699e-07	2.54168733376832e-06	6.35297663156914e-07	7.94825059927433e-07
"1. CID"	"1. T-B+ SCID"	"LAT deficiency"	"LAT"	"AR"	1	"1 / 0 / 39 / 3"	"14 / 2 / 135 / 242"	"602354"	"https://alphafold.ebi.ac.uk/entry/O43561"	"O43561"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	279.2	"D81.2"	"Adenopathy, splenomegaly, recurrent infections, autoimmunity"	"borderline"	"mixed"	"high"	"normal"	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Nl to low number"	"Nl to low"	"High"	"Normal"	NA	14	2	135	242	1	0	39	3	2.142949366728e-07	2.142949366728e-07	2.142949366728e-07	2.142949366728e-07	2.142949366728e-07
"1. CID"	"1. T-B+ SCID"	"SLP76 deficiency"	"LCP2"	"AR"	1	"1 / 0 / 9 / 0"	"2 / 0 / 80 / 26"	NA	"https://alphafold.ebi.ac.uk/entry/Q13094"	"Q13094"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	279.2	"D81.2"	NA	"normal"	"low"	"low"	"defective"	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Low T cells- mainly TEMRA and oligoconal"	"Normal"	"Low"	"Normal but dysfunctional"	"Reduced NK degranulation, platelet dysfunction"	2	0	80	26	1	0	9	0	9.799716529671e-09	9.799716529671e-09	9.799716529671e-09	9.799716529671e-09	9.799716529671e-09
"1. CID"	"1. T-B+ SCID"	"PAX1 deficiency"	"PAX1"	"AR"	2	"2 / 0 / 95 / 13"	"26 / 10 / 435 / 406"	NA	"https://alphafold.ebi.ac.uk/entry/P15863"	"P15863"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	279.2	"D81.2"	"Athymia, otofaciocervical syndrome"	"normal"	"low"	"low"	"normal"	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Very low"	"Normal"	"Low"	"Normal"	NA	26	10	435	406	2	0	95	13	1.33858283094065e-06	1.66878621786279e-06	1.99898960478493e-06	1.50368452440172e-06	1.83388791132386e-06
"1. CID"	"1. T-B+ SCID"	"CD45 deficiency"	"PTPRC"	"AR"	2	"1 / 1 / 158 / 11"	"36 / 34 / 725 / 1540"	"151460"	"https://alphafold.ebi.ac.uk/entry/P08575"	"P08575"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	279.2	"D81.2"	NA	"normal"	"low"	"low"	"normal"	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Very low"	"Normal"	"Low"	"Normal"	NA	36	34	725	1540	1	1	158	11	1.28564740019509e-06	2.5720778441743e-06	3.85850828815351e-06	1.9288626221847e-06	3.2152930661639e-06
"1. CID"	"2. T-B- SCID"	"Adenosine deaminase (ADA) deficiency"	"ADA"	"AR"	23	"7 / 5 / 67 / 7"	"121 / 138 / 347 / 734"	"608958"	"https://alphafold.ebi.ac.uk/entry/P00813"	"P00813"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	279.2	"D81.3"	"Low NK, bone defects, may have pulmonary alveolar proteinosis, cognitive defects"	"low"	"low"	"low"	"normal"	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Very low"	"Low, decreasing"	"Low"	"Normal"	"Low NK"	121	138	347	734	7	5	67	7	1.48586984037403e-06	2.97216453995177e-06	4.1584886260671e-05	1.48671013772297e-06	8.17657750218244e-06
"1. CID"	"2. T-B- SCID"	"Reticular dysgenesis"	"AK2"	"AR"	4	"1 / 2 / 40 / 10"	"34 / 22 / 175 / 191"	"103020"	"https://alphafold.ebi.ac.uk/entry/P54819"	"P54819"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	279.2	"D81.0"	"Deafness"	"borderline"	"low"	"low"	"low"	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Very low"	"Nl to low"	"Low"	"Low"	NA	34	22	175	191	1	2	40	10	3.2276176965367e-07	8.07230269723927e-07	1.29158691300158e-06	3.22919305393916e-07	1.29151326985579e-06
"1. CID"	"2. T-B- SCID"	"DCLRE1C (Artemis) deficiency"	"DCLRE1C"	"AR"	8	"5 / 2 / 107 / 10"	"170 / 156 / 757 / 1077"	"605988"	"https://alphafold.ebi.ac.uk/entry/Q96SD1"	"Q96SD1"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	279.2	"D81.1"	"Radiation sensitive"	"low"	"low"	"low"	"normal"	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Very low"	"Very low"	"Low"	"Normal"	NA	170	156	757	1077	5	2	107	10	4.87405817513844e-06	4.87969663149516e-06	2.93272178523442e-05	4.87641450898791e-06	8.53676720047883e-06
"1. CID"	"2. T-B- SCID"	"DNA ligase IV deficiency"	"LIG4"	"AR"	7	"5 / 1 / 146 / 12"	"153 / 34 / 728 / 554"	"601837"	"https://alphafold.ebi.ac.uk/entry/P49917"	"P49917"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	279.2	"D81.1"	"Radiation sensitive, microcephaly"	"low"	"low"	"low"	"normal"	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Very low"	"Very low"	"Low"	"Normal"	NA	153	34	728	554	5	1	146	12	3.35682640836317e-06	6.71434315525792e-06	3.69572563166445e-05	5.03637936033272e-06	8.40068166193727e-06
"1. CID"	"2. T-B- SCID"	"Cernunnos/XLF deficiency"	"NHEJ1"	"AR"	2	"1 / 1 / 42 / 6"	"46 / 24 / 178 / 216"	"611290"	"https://alphafold.ebi.ac.uk/entry/Q9H9Q4"	"Q9H9Q4"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	279.2	"D81.1"	"Radiation sensitive, microcephaly"	"low"	"low"	"low"	"normal"	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Very low"	"Very low"	"Low"	"Normal"	NA	46	24	178	216	1	1	42	6	9.23012397247757e-07	9.23012397247757e-07	9.23012397247757e-07	9.23012397247757e-07	9.23012397247757e-07
"1. CID"	"2. T-B- SCID"	"NUDCD3 deficiency"	"NUDCD3"	"AR"	0	"0 / 0 / 6 / 0"	"0 / 2 / 46 / 0"	"NA"	"https://alphafold.ebi.ac.uk/entry/Q8IVD9"	"Q8IVD9"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	279.2	"D81.1"	"Omenn syndrome"	"low"	"low"	"low"	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Very low"	"Very low"	"Decreased"	NA	NA	0	2	46	0	0	0	6	0	0	0	0	0	0
"1. CID"	"2. T-B- SCID"	"DNA PKcs deficiency"	"PRKDC"	"AR"	1	"1 / 0 / 612 / 48"	"5 / 0 / 5296 / 4228"	"176977"	"https://alphafold.ebi.ac.uk/entry/P78527"	"P78527"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	279.2	"D81.1"	"Radiation sensitive"	"low"	"low"	"variable"	"normal"	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Very low"	"Very low"	"Variable"	"Normal"	NA	5	0	5296	4228	1	0	612	48	4.99273609948744e-06	4.99273609948744e-06	4.99273609948744e-06	4.99273609948744e-06	4.99273609948744e-06
"1. CID"	"2. T-B- SCID"	"Activated RAC2 defect"	"RAC2"	"AD"	3	"1 / 1 / 15 / 1"	"8 / 2 / 136 / 228"	"602049"	"https://alphafold.ebi.ac.uk/entry/P15153"	"P15153"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	279.2	"D81.0"	"Reticular dysgenesis"	"low"	"low"	"low"	"low"	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	"GOF"	"Very low"	"Very low"	"Low"	"Low"	NA	8	2	136	228	1	1	15	1	4.81346145666936e-09	4.81346145666936e-09	4.81346145666936e-09	4.81346145666936e-09	4.81346145666936e-09
"1. CID"	"2. T-B- SCID"	"RAG1 deficiency"	"RAG1"	"AR"	38	"20 / 6 / 136 / 14"	"157 / 98 / 792 / 664"	"179615"	"https://alphafold.ebi.ac.uk/entry/P15918"	"P15918"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	279.2	"D81.1"	NA	"low"	"low"	"low"	"normal"	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Very low"	"Very low"	"Low"	"Normal"	NA	157	98	792	664	20	6	136	14	9.06329849762108e-06	1.81446419345911e-05	0.000117856451555419	9.07226760490514e-06	2.72162467874408e-05
"1. CID"	"2. T-B- SCID"	"RAG2 deficiency"	"RAG2"	"AR"	11	"2 / 5 / 76 / 8"	"99 / 136 / 446 / 400"	"179616"	"https://alphafold.ebi.ac.uk/entry/P55895"	"P55895"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	279.2	"D81.1"	NA	"low"	"low"	"low"	"normal"	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Very low"	"Very low"	"Low"	"Normal"	NA	99	136	446	400	2	5	76	8	6.71300713975262e-07	6.71742161359416e-07	2.68697519349877e-06	6.71481584782025e-07	6.72033904919966e-07
"1. CID"	"3. CID Generally Less Profound than SCID"	"MHC class I deficiency"	"B2M"	"AR"	2	"1 / 1 / 8 / 1"	"4 / 4 / 82 / 58"	"109700"	"https://alphafold.ebi.ac.uk/entry/P61769"	"P61769"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	279.2	"D81.6"	"Sinopulmonary infections, cutaneous granulomas. Absent b2m associated proteins MHC-I, CD1a, CD1b, CD1c"	"normal"	"low"	"normal"	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Low CD8, Nl CD4, absent MHC I on lymphocytes"	"Normal"	"Normal"	NA	NA	4	4	82	58	1	1	8	1	2.37346354749481e-09	2.37346354749481e-09	2.37346354749481e-09	2.37346354749481e-09	2.37346354749481e-09
"1. CID"	"3. CID Generally Less Profound than SCID"	"BCL10 deficiency"	"BCL10"	"AR"	1	"1 / 0 / 22 / 2"	"38 / 0 / 95 / 104"	"616098"	"https://alphafold.ebi.ac.uk/entry/O95999"	"O95999"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	279.2	"D81.9"	"Recurrent bacterial and viral infections, candidiasis, gastroenteritis"	"borderline"	"defective"	NA	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Nl number, low memory T and Treg cells, poor antigen and anti-CD3 proliferation"	"Nl number, decreased memory and switched B cells"	NA	NA	NA	38	0	95	104	1	0	22	2	1.87723192965672e-06	1.87723192965672e-06	1.87723192965672e-06	1.87723192965672e-06	1.87723192965672e-06
"1. CID"	"3. CID Generally Less Profound than SCID"	"CARD11 deficiency (LOF)"	"CARD11"	"AR"	4	"3 / 1 / 124 / 39"	"46 / 40 / 1024 / 1220"	"615206"	"https://alphafold.ebi.ac.uk/entry/Q9BXL7"	"Q9BXL7"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	279.2	"D81.9"	"Pneumocystis jirovecii pneumonia, bacterial and viral infections"	"normal"	"defective"	NA	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Nl number, predominant naïve T-cells, poor proliferation"	"Normal, transitional B cell predominance"	NA	NA	NA	46	40	1024	1220	3	1	124	39	6.30519999222552e-07	6.30615495623916e-07	6.30802169488339e-07	6.3057614534813e-07	6.30677640265467e-07
"1. CID"	"3. CID Generally Less Profound than SCID"	"CD3g deficiency"	"CD3G"	"AR"	4	"2 / 2 / 19 / 2"	"18 / 14 / 157 / 124"	"186740"	"https://alphafold.ebi.ac.uk/entry/P09693"	"P09693"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	279.2	"D81.9"	NA	"normal"	"mixed"	"normal"	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Nl number, but low TCR expression"	"Normal"	"Nl"	NA	NA	18	14	157	124	2	2	19	2	2.41248649550025e-06	4.82666578571047e-06	1.69698886443615e-05	2.41279758549932e-06	9.67279487803182e-06
"1. CID"	"3. CID Generally Less Profound than SCID"	"CD40 deficiency"	"CD40"	"AR"	1	"1 / 0 / 21 / 5"	"17 / 12 / 177 / 342"	"109535"	"https://alphafold.ebi.ac.uk/entry/P25942"	"P25942"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	279.05	"D80.5"	"Thrombocytopenia, hemolytic anemia, opportunistic infections, biliary tract and liver disease, Cryptosporidium infections"	"variable"	"normal"	"mixed"	"variable"	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Normal"	"sIgM+, IgD+ cells present, absent sIgG+, IgA+ and IgE+ cells"	"IgM nl or high low IgG, IgA"	"Variable"	NA	17	12	177	342	1	0	21	5	1.24067017266077e-06	1.24067017266077e-06	1.24067017266077e-06	1.24067017266077e-06	1.24067017266077e-06
"1. CID"	"3. CID Generally Less Profound than SCID"	"CD40 ligand deficiency (CD154)"	"CD40LG"	"XL"	3	"1 / 1 / 12 / 9"	"148 / 55 / 167 / 222"	"300386"	"https://alphafold.ebi.ac.uk/entry/P29965"	"P29965"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	279.05	"D80.5"	"Thrombocytopenia, hemolytic anemia, opportunistic infections, biliary tract and liver disease, Cryptosporidium infections"	"variable"	"mixed"	"mixed"	"variable"	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Nl to low"	"sIgM+, IgD+ cells present, absent sIgG+, IgA+ and IgE+ cells"	"IgM nl or high low IgG, IgA"	"Variable"	NA	148	55	167	222	1	1	12	9	2.19485102608779e-07	2.19485102608779e-07	2.19485102608779e-07	2.19485102608779e-07	2.19485102608779e-07
"1. CID"	"3. CID Generally Less Profound than SCID"	"CD8 deficiency"	"CD8A"	"AR"	1	"1 / 0 / 38 / 2"	"2 / 2 / 170 / 210"	"186910"	"https://alphafold.ebi.ac.uk/entry/P01732"	"P01732"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	279.2	"D81.9"	"Recurrent infections, may be asymptomatic"	"normal"	"low"	"normal"	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Absent CD8, nl CD4"	"Normal"	"Nl"	NA	NA	2	2	170	210	1	0	38	2	1.82759495847512e-07	1.82759495847512e-07	1.82759495847512e-07	1.82759495847512e-07	1.82759495847512e-07
"1. CID"	"3. CID Generally Less Profound than SCID"	"CHUK deficiency"	"CHUK"	"AR"	1	"1 / 0 / 22 / 8"	"8 / 0 / 143 / 304"	NA	"https://alphafold.ebi.ac.uk/entry/O15111"	"O15111"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	279.2	"D81.9"	"Combined immunodeficiency, recurrent infections (Staphylococcus aureus, mucocutaneous candidiasis, epidermodysplasia verruciformis due to HPV).
Absent secondary lymphoid tissues, lymphocytic infiltration of intestine and liver. Skeletal abnormalities, failure to thrive.Normal T cell proliferation, reduced NK function"	"low"	"normal"	"low"	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Normal T, NK cell numbers.  Accumulation of immature NK cells"	"B cell lymphopenia"	"Pan-hypogammaglobulinemia"	NA	NA	8	0	143	304	1	0	22	8	2.25674009808481e-05	2.25674009808481e-05	2.25674009808481e-05	2.25674009808481e-05	2.25674009808481e-05
"1. CID"	"3. CID Generally Less Profound than SCID"	"MHC class II deficiency group A"	"CIITA"	"AR"	4	"3 / 1 / 243 / 24"	"118 / 46 / 1246 / 2004"	"600005"	"https://alphafold.ebi.ac.uk/entry/P33076"	"P33076"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	279.2	"D81.7"	"Respiratory and gastrointestinal infections, liver/biliary tract disease"	"normal"	"low"	"mixed"	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Low CD4 cells
Absent MHC II expression on lymphocytes


"	"Normal"	"Normal to low"	NA	NA	118	46	1246	2004	3	1	243	24	1.93846357667202e-05	1.94010876060302e-05	3.87939128147485e-05	1.93860720490175e-05	2.4260196505395e-05
"1. CID"	"3. CID Generally Less Profound than SCID"	"COPG1 deficiency"	"COPG1"	"AR"	0	"0 / 0 / 16 / 0"	"2 / 0 / 132 / 32"	NA	"https://alphafold.ebi.ac.uk/entry/Q9Y678"	"Q9Y678"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	279.2	"D81.9"	"recurrent pneumonia, viral respiratory infections, bronchiectasis, chronic EBV, CMV viremia.  Failure to thrive
impaired T and B cell function in vitro"	"borderline"	"low"	"defective"	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"T cell lymphopenia, mostly CD4"	"normal slightly reduced"	"near-normal levels of serum IgM, G, A
• poor/absent Ig responses to vaccines"	NA	NA	2	0	132	32	0	0	16	0	0	0	0	0	0
"1. CID"	"3. CID Generally Less Profound than SCID"	"DOCK2 deficiency"	"DOCK2"	"AR"	2	"1 / 1 / 171 / 22"	"31 / 28 / 868 / 1314"	"603122"	"https://alphafold.ebi.ac.uk/entry/Q92608"	"Q92608"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	279.2	"D81.9"	"Nl NK cells, but defective function. Poor interferon responses in hematopoietic and non-hematopoietic cells"	"normal"	"low"	"low"	"normal"	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Low"	"Normal"	"Low"	"Normal"	NA	31	28	868	1314	1	1	171	22	7.35152523435647e-07	7.35396205023984e-07	7.35639886612321e-07	7.35274364229816e-07	7.35518045818152e-07
"1. CID"	"3. CID Generally Less Profound than SCID"	"DOCK8 deficiency"	"DOCK8"	"AR"	7	"3 / 3 / 424 / 29"	"198 / 98 / 2369 / 2826"	"243700"	"https://alphafold.ebi.ac.uk/entry/Q8NF50"	"Q8NF50"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	279.2	"D81.9"	"Low NK cells with poor function, eosinophilia, recurrent infections, cutaneous viral, fungal and staphylococcal infections, severe atopy, cancer diathesis"	"low"	"low"	"mixed"	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Low, poor proliferation, few, poorly functioning Treg"	"Low, low CD27+ memory B cells Poor peripheral B cell tolerance."	"Low IgM, normal to high IgG and IgA, high IgE"	NA	"Low NK"	198	98	2369	2826	3	3	424	29	2.18548569588321e-05	2.18644874792324e-05	0.000318961314340771	2.18617419272709e-05	3.28044088670247e-05
"1. CID"	"3. CID Generally Less Profound than SCID"	"FCHO1 deficiency"	"FCHO1"	"AR"	2	"1 / 1 / 137 / 14"	"32 / 6 / 603 / 870"	"613437"	"https://alphafold.ebi.ac.uk/entry/O14526"	"O14526"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	279.2	"D81.9"	"Recurrent infections, lymphoproliferation, increased activation-induced T-cell death, defective clathrin-mediated endocytosis"	"normal"	"low"	"normal"	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Low"	"Normal"	"Normal"	NA	NA	32	6	603	870	1	1	137	14	2.57935162450944e-07	3.86943203071851e-07	5.15951243692758e-07	3.22439182761398e-07	4.51447223382305e-07
"1. CID"	"3. CID Generally Less Profound than SCID"	"FOXI3 Haploinsufficiency"	"FOXI3"	"AD"	1	"0 / 1 / 58 / 4"	"1 / 12 / 453 / 236"	NA	"https://alphafold.ebi.ac.uk/entry/A8MTJ6"	"A8MTJ6"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	279.2	"D81.9"	"Macrocephaly, thymic hypoplasia"	"borderline"	"low"	"normal"	"normal"	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	"NA"	"CD4 and CD8 T cell lymphopenia"	"Slightly decreased"	"Normal"	"Normal"	NA	1	12	453	236	0	1	58	4	6.57402e-06	6.57402e-06	6.57402e-06	6.57402e-06	6.57402e-06
"1. CID"	"3. CID Generally Less Profound than SCID"	"ICOS deficiency"	"ICOS"	"AR"	2	"1 / 1 / 20 / 1"	"17 / 6 / 173 / 166"	"604558"	"https://alphafold.ebi.ac.uk/entry/Q9Y6W8"	"Q9Y6W8"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	279	"D81.9"	"Recurrent infections, autoimmunity, gastroenteritis, granulomas"	"normal"	"normal"	"low"	NA	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Normal"	"Normal"	"Low"	NA	NA	17	6	173	166	1	1	20	1	1.3912050378936e-07	1.3912050378936e-07	1.3912050378936e-07	1.3912050378936e-07	1.3912050378936e-07
"1. CID"	"3. CID Generally Less Profound than SCID"	"ICOLG deficiency"	"ICOSLG"	"AR"	1	"0 / 1 / 2 / 3"	"0 / 4 / 278 / 280"	"605717"	"https://alphafold.ebi.ac.uk/entry/O75144"	"O75144"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	279	"D81.9"	"Recurrent bacterial and viral infections"	"low"	"low"	"low"	"low"	NA	"1. Immunodeficiencies affecting cellular and humoral immunity"	NA	"Low"	"Low"	"Low"	"Low"	NA	0	4	278	280	0	1	2	3	6.83271818407608e-08	6.83271818407608e-08	6.83271818407608e-08	6.83271818407608e-08	6.83271818407608e-08
