"Major category"	"Subcategory"	"Disease"	"Genetic defect"	"Inheritance"	"score_positive_total"	"VariantCounts.VRE"	"VariantCounts.ClnVar"	"OMIM ID"	"AlphaFold_URL"	"Uniprot"	"HPO IDs"	"HPO term"	"ICD9"	"ICD10"	"Associated features"	"B cell"	"T cell"	"Ig"	"Neutrophil"	"Inheritance detail"	"Major_category_original"	"GOF/DN details"	"T cell details"	"B cell details"	"Ig details"	"Neutrophil details"	"Other affected cells"	"score5.ClnVar"	"score4.ClnVar"	"score2.ClnVar"	"score0.ClnVar"	"score5.VRE"	"score4.VRE"	"score2.VRE"	"score0.VRE"	"min_prob"	"median_prob"	"max_prob"	"q1_prob"	"q3_prob"
"4. PIRD"	"5. Immune Dysregulation with Colitis"	"IL-10 deficiency"	"IL10"	"AR"	0	"0 / 0 / 20 / 1"	"2 / 0 / 112 / 144"	"124092"	"https://alphafold.ebi.ac.uk/entry/P22301"	"P22301"	"HP:0002715; HP:0004386"	"Abnormality of the immune system; Gastrointestinal inflammation"	279.9	"D82.8"	"Inflammatory bowel disease (IBD) Folliculitis, recurrent respiratory diseases, arthritis,"	"normal"	"normal"	"normal"	"normal"	NA	"4. Diseases of Immune Dysregulation"	NA	"Normal"	"Normal"	"Normal"	"Normal"	NA	2	0	112	144	0	0	20	1	0	0	0	0	0
"4. PIRD"	"5. Immune Dysregulation with Colitis"	"IL-10Ra deficiency"	"IL10RA"	"AR"	7	"5 / 2 / 95 / 13"	"30 / 6 / 472 / 392"	"146933"	"https://alphafold.ebi.ac.uk/entry/Q13651"	"Q13651"	"HP:0002715; HP:0004386"	"Abnormality of the immune system; Gastrointestinal inflammation"	279.9	"D82.8"	"IBD, Folliculitis, recurrent respiratory diseases, arthritis, lymphoma"	"normal"	"normal"	"normal"	"normal"	NA	"4. Diseases of Immune Dysregulation"	NA	"Normal"	"Normal"	"Normal"	"Normal"	NA	30	6	472	392	5	2	95	13	1.28602498374568e-05	1.28676902057479e-05	6.43070433920199e-05	1.2867093018294e-05	2.57357501586688e-05
"4. PIRD"	"5. Immune Dysregulation with Colitis"	"IL-10Rb deficiency"	"IL10RB"	"AR"	3	"1 / 1 / 37 / 5"	"17 / 16 / 265 / 220"	"123889"	"https://alphafold.ebi.ac.uk/entry/Q08334"	"Q08334"	"HP:0002715; HP:0004386"	"Abnormality of the immune system; Gastrointestinal inflammation"	279.9	"D82.8"	"IBD, folliculitis, recurrent respiratory diseases, arthritis, lymphoma"	"normal"	"normal"	"normal"	"normal"	NA	"4. Diseases of Immune Dysregulation"	NA	"Normal"	"Normal"	"Normal"	"Normal"	NA	17	16	265	220	1	1	37	5	3.4251312603305e-06	3.42664006513703e-06	6.85518563754942e-06	3.42588566273377e-06	5.14091285134323e-06
"4. PIRD"	"5. Immune Dysregulation with Colitis"	"NFAT5 haploinsufficiency"	"NFAT5"	"AD"	0	"0 / 0 / 115 / 7"	"0 / 0 / 921 / 620"	"604708"	"https://alphafold.ebi.ac.uk/entry/O94916"	"O94916"	"HP:0002715; HP:0004386"	"Abnormality of the immune system; Gastrointestinal inflammation"	279.9	"D82.8"	"IBD, recurrent sinopulmonary infections"	"normal"	"normal"	"normal"	"normal"	NA	"4. Diseases of Immune Dysregulation"	NA	"Normal"	"Normal"	"Normal"	"Normal"	NA	0	0	921	620	0	0	115	7	0	0	0	0	0
"4. PIRD"	"5. Immune Dysregulation with Colitis"	"iRHOM deficiency"	"RHBDF2"	"AR"	2	"1 / 1 / 36 / 23"	"2 / 0 / 608 / 288"	NA	"https://alphafold.ebi.ac.uk/entry/Q6PJF5"	"Q6PJF5"	"HP:0002715; HP:0004386"	"Abnormality of the immune system; Gastrointestinal inflammation"	279.9	"D82.8"	"Infections, autoimmunity, pneumatoceles, severe colitis"	"normal"	"normal"	"high"	NA	NA	"4. Diseases of Immune Dysregulation"	NA	"Normal"	"Normal"	"High IgE"	NA	NA	2	0	608	288	1	1	36	23	1.72245313036094e-05	1.72245313036094e-05	1.72245313036094e-05	1.72245313036094e-05	1.72245313036094e-05
"4. PIRD"	"5. Immune Dysregulation with Colitis"	"RIPK1 deficiency"	"RIPK1"	"AR"	2	"1 / 1 / 81 / 4"	"40 / 11 / 562 / 372"	"618108"	"https://alphafold.ebi.ac.uk/entry/Q13546"	"Q13546"	"HP:0002715; HP:0004386"	"Abnormality of the immune system; Gastrointestinal inflammation"	279.9	"D82.8"	"Reccurrent infections, early-onset IBD, progressive polyarthritis"	"borderline"	"low"	"normal"	"normal"	NA	"4. Diseases of Immune Dysregulation"	NA	"Low"	"Normal to low"	"Normal"	"Normal"	NA	40	11	562	372	1	1	81	4	8.10563892919902e-08	8.10758172385478e-08	8.10952451851054e-08	8.1066103265269e-08	8.10855312118266e-08
"4. PIRD"	"5. Immune Dysregulation with Colitis"	"TGFB1 deficiency"	"TGFB1"	"AR"	3	"1 / 1 / 55 / 5"	"10 / 12 / 518 / 368"	"618213"	"https://alphafold.ebi.ac.uk/entry/P01137"	"P01137"	"HP:0002715; HP:0004386"	"Abnormality of the immune system; Gastrointestinal inflammation"	279.9	"D82.8"	"IBD, immunodeficiency, recurrent viral infections, microcephaly, and encephalopathy"	"normal"	"normal"	"normal"	"normal"	NA	"4. Diseases of Immune Dysregulation"	NA	"Normal"	"Normal"	"Normal"	"Normal"	NA	10	12	518	368	1	1	55	5	8.89753096334995e-06	8.89753096334995e-06	4.45550302459369e-05	8.89753096334995e-06	2.67262806046434e-05
"4. PIRD"	"6. Autoimmune Lymphoproliferative Syndrome (ALPS, Canale Smith syndrome)"	"ALPS-Caspase10"	"CASP10"	"AD"	1	"1 / 0 / 93 / 9"	"8 / 2 / 724 / 414"	"601762"	"https://alphafold.ebi.ac.uk/entry/Q92851"	"Q92851"	"HP:0001433; HP:0002715; HP:0002716; HP:0002960"	"Hepatosplenomegaly; Abnormality of the immune system; Lymphadenopathy; Autoimmunity"	279.9	"D89.82"	"Adenopathies, splenomegaly, autoimmunity"	"normal"	"high"	"normal"	"normal"	NA	"4. Diseases of Immune Dysregulation"	NA	"Increased DN T cells"	"Normal"	"Normal"	"Normal"	NA	8	2	724	414	1	0	93	9	6.56870537385787e-06	6.56870537385787e-06	6.56870537385787e-06	6.56870537385787e-06	6.56870537385787e-06
"4. PIRD"	"6. Autoimmune Lymphoproliferative Syndrome (ALPS, Canale Smith syndrome)"	"ALPS-Caspase 8"	"CASP8"	"AR"	5	"1 / 4 / 50 / 7"	"34 / 11 / 347 / 306"	"601763"	"https://alphafold.ebi.ac.uk/entry/Q14790"	"Q14790"	"HP:0001433; HP:0002715; HP:0002716; HP:0002960"	"Hepatosplenomegaly; Abnormality of the immune system; Lymphadenopathy; Autoimmunity"	279.9	"D89.82"	"Adenopathies, splenomegaly, bacterial and viral infections"	"normal"	"high"	"low"	"normal"	NA	"4. Diseases of Immune Dysregulation"	NA	"Slightly increased DN T cells"	"Normal"	"Low"	"Normal"	NA	34	11	347	306	1	4	50	7	1.03339680957562e-05	1.0348439818344e-05	3.10262238322777e-05	1.03355359723894e-05	1.0348439818344e-05
"4. PIRD"	"6. Autoimmune Lymphoproliferative Syndrome (ALPS, Canale Smith syndrome)"	"FADD deficiency"	"FADD"	"AR"	1	"1 / 0 / 26 / 2"	"2 / 2 / 116 / 160"	"602457"	"https://alphafold.ebi.ac.uk/entry/Q13158"	"Q13158"	"HP:0001433; HP:0002715; HP:0002716; HP:0002960"	"Hepatosplenomegaly; Abnormality of the immune system; Lymphadenopathy; Autoimmunity"	279.9	"D89.82"	"Functional hyposplenism, bacterial and viral infections, recurrent episodes of encephalopathy and liver dysfunction"	"normal"	"high"	NA	NA	NA	"4. Diseases of Immune Dysregulation"	NA	"Increased DN T cells"	"Normal"	NA	NA	NA	2	2	116	160	1	0	26	2	3.87239704076744e-08	3.87239704076744e-08	3.87239704076744e-08	3.87239704076744e-08	3.87239704076744e-08
"4. PIRD"	"6. Autoimmune Lymphoproliferative Syndrome (ALPS, Canale Smith syndrome)"	"ALPS-FAS"	"TNFRSF6"	"AR"	NA	NA	NA	"134637"	"https://alphafold.ebi.ac.uk/entry/NA"	NA	"HP:0001433; HP:0002715; HP:0002716; HP:0002960"	"Hepatosplenomegaly; Abnormality of the immune system; Lymphadenopathy; Autoimmunity"	279.9	"D89.82"	"Splenomegaly, adenopathies, autoimmune cytopenias, increased lymphoma risk, IgG and A normal or increased, elevated serum FasL and IL-10, vitamin B12"	"borderline"	"high"	"normal"	"normal"	NA	"4. Diseases of Immune Dysregulation"	NA	"Increased CD4-CD8-TCR a/bdouble negative (DN) T cells"	"Normal, low memory B cells"	"Normal"	"Normal"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0
"4. PIRD"	"6. Autoimmune Lymphoproliferative Syndrome (ALPS, Canale Smith syndrome)"	"ALPS-FAS"	"TNFRSF6"	"AD"	NA	NA	NA	"134637"	"https://alphafold.ebi.ac.uk/entry/NA"	NA	"HP:0001433; HP:0002715; HP:0002716; HP:0002960"	"Hepatosplenomegaly; Abnormality of the immune system; Lymphadenopathy; Autoimmunity"	279.9	"D89.82"	"Splenomegaly, adenopathies, autoimmune cytopenias, increased lymphoma risk, IgG and A normal or increased, elevated serum FasL and IL-10, vitamin B12"	"borderline"	"high"	"normal"	"normal"	NA	"4. Diseases of Immune Dysregulation"	NA	"Increased CD4-CD8-TCR a/bdouble negative (DN) T cells"	"Normal, low memory B cells"	"Normal"	"Normal"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0
"4. PIRD"	"6. Autoimmune Lymphoproliferative Syndrome (ALPS, Canale Smith syndrome)"	"ALPS-FASLG"	"TNFSF6"	"AR"	NA	NA	NA	"134638"	"https://alphafold.ebi.ac.uk/entry/NA"	NA	"HP:0001433; HP:0002715; HP:0002716; HP:0002960"	"Hepatosplenomegaly; Abnormality of the immune system; Lymphadenopathy; Autoimmunity"	279.9	"D89.82"	"Splenomegaly, adenopathies, autoimmune cytopenias, SLE, soluble FasL is not elevated"	"normal"	"high"	"normal"	"normal"	NA	"4. Diseases of Immune Dysregulation"	NA	"Increased DN T cells"	"Normal"	"Normal"	"Normal"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0
"4. PIRD"	"7. Susceptibility to EBV and Lymphoproliferative Conditions"	"RLTPR (CARMIL2) deficiency"	"CARMIL2"	"AR"	7	"5 / 1 / 195 / 19"	"84 / 36 / 902 / 1138"	"610859"	"https://alphafold.ebi.ac.uk/entry/Q6F5E8"	"Q6F5E8"	"HP:0002715; HP:0020072"	"Abnormality of the immune system; Persistent EBV viremia"	238.79	"D82.3"	"Recurrent bacterial, fungal and mycobacterial infections, viral warts, molluscum and EBV lymphoproliferative and other malignancy, atopy"	"normal"	"defective"	NA	NA	NA	"4. Diseases of Immune Dysregulation"	NA	"Nl number, low Treg, high CD4, poor function"	"Nl number"	NA	NA	NA	84	36	902	1138	5	1	195	19	1.12728232978727e-06	1.18161000346235e-06	7.89829977838253e-06	1.12821709334217e-06	2.25557589172047e-06
"4. PIRD"	"7. Susceptibility to EBV and Lymphoproliferative Conditions"	"CD27 deficiency"	"CD27"	"AR"	2	"1 / 1 / 46 / 2"	"23 / 5 / 221 / 194"	"615122"	"https://alphafold.ebi.ac.uk/entry/P26842"	"P26842"	"HP:0002715; HP:0020072"	"Abnormality of the immune system; Persistent EBV viremia"	238.79	"D82.3"	"Features triggered by EBV infection, HLH, aplastic anemia, lymphoma"	"low"	"normal"	NA	"normal"	NA	"4. Diseases of Immune Dysregulation"	NA	"Normal"	"No memory B cells"	NA	"Normal"	"Low iNKT"	23	5	221	194	1	1	46	2	1.56346112371863e-05	1.56364673846509e-05	1.56383235321154e-05	1.56355393109186e-05	1.56373954583831e-05
"4. PIRD"	"7. Susceptibility to EBV and Lymphoproliferative Conditions"	"CD70 deficiency"	"CD70"	"AR"	1	"1 / 0 / 4 / 0"	"6 / 0 / 34 / 22"	"602840"	"https://alphafold.ebi.ac.uk/entry/P32970"	"P32970"	"HP:0002715; HP:0020072"	"Abnormality of the immune system; Persistent EBV viremia"	238.79	"D82.3"	"EBV susceptibility, Hodgkin lymphoma"	"borderline"	"mixed"	NA	"normal"	NA	"4. Diseases of Immune Dysregulation"	NA	"Nl number, low Treg, poor activation and function"	"Nl number, poor antibody and memory responses"	NA	"Normal"	NA	6	0	34	22	1	0	4	0	3.8431874182015e-09	3.8431874182015e-09	3.8431874182015e-09	3.8431874182015e-09	3.8431874182015e-09
"4. PIRD"	"7. Susceptibility to EBV and Lymphoproliferative Conditions"	"CTPS1 deficiency"	"CTPS1"	"AR"	1	"1 / 0 / 30 / 3"	"2 / 0 / 234 / 354"	"615897"	"https://alphafold.ebi.ac.uk/entry/P17812"	"P17812"	"HP:0002715; HP:0020072"	"Abnormality of the immune system; Persistent EBV viremia"	238.79	"D82.3"	"Recurrent/chronic bacterial and viral infections (EBV, VZV), EBV lymphoproliferation, B-cell non-Hodgkin lymphoma"	"borderline"	"defective"	NA	"normal"	NA	"4. Diseases of Immune Dysregulation"	NA	"Nl to low, poor proliferation to antigen"	"Nl/low"	NA	"Normal"	NA	2	0	234	354	1	0	30	3	7.2229698429408e-07	7.2229698429408e-07	7.2229698429408e-07	7.2229698429408e-07	7.2229698429408e-07
"4. PIRD"	"7. Susceptibility to EBV and Lymphoproliferative Conditions"	"IL-27RA deficiency"	"IL27RA"	"AR"	0	"0 / 0 / 14 / 3"	"0 / 0 / 102 / 26"	NA	"https://alphafold.ebi.ac.uk/entry/Q6UWB1"	"Q6UWB1"	"HP:0002715; HP:0020072"	"Abnormality of the immune system; Persistent EBV viremia"	238.79	"D82.3"	"Severe primary EBV"	"normal"	"normal"	NA	NA	NA	"4. Diseases of Immune Dysregulation"	NA	"Normal"	"Normal"	NA	NA	NA	0	0	102	26	0	0	14	3	0	0	0	0	0
"4. PIRD"	"7. Susceptibility to EBV and Lymphoproliferative Conditions"	"MAGT1 deficiency (XMEN)"	"MAGT1"	"XL"	2	"1 / 1 / 20 / 12"	"54 / 18 / 283 / 216"	"300853"	"https://alphafold.ebi.ac.uk/entry/Q9H0U3"	"Q9H0U3"	"HP:0002715; HP:0020072"	"Abnormality of the immune system; Persistent EBV viremia"	238.79	"D82.3"	"EBV infection, lymphoma, viral infections, respiratory and GI infections"	"normal"	"low"	NA	NA	NA	"4. Diseases of Immune Dysregulation"	NA	"Low CD4 Low recent thymic emigrant cels, poor proliferation to CD3"	"Normal"	NA	NA	NA	54	18	283	216	1	1	20	12	9.57098903185446e-08	9.57098903185446e-08	9.57098903185446e-08	9.57098903185446e-08	9.57098903185446e-08
"4. PIRD"	"7. Susceptibility to EBV and Lymphoproliferative Conditions"	"PRKCD deficiency"	"PRKCD"	"AR"	2	"1 / 1 / 75 / 7"	"23 / 12 / 453 / 638"	"176977"	"https://alphafold.ebi.ac.uk/entry/Q05655"	"Q05655"	"HP:0002715; HP:0020072"	"Abnormality of the immune system; Persistent EBV viremia"	238.79	"D82.3"	"Recurrent infections, EBV chronic infection, lymphoproliferation, SLE-like autoimmunity (nephrotic and antiphospholipid syndromes), low IgG"	"borderline"	"normal"	NA	NA	NA	"4. Diseases of Immune Dysregulation"	NA	"Normal"	"Low memory B cells, high CD5 B cells"	NA	NA	NA	23	12	453	638	1	1	75	7	1.30717199234696e-07	1.30788076193753e-07	1.3085895315281e-07	1.30752637714224e-07	1.30823514673281e-07
"4. PIRD"	"7. Susceptibility to EBV and Lymphoproliferative Conditions"	"RASGRP1 deficiency"	"RASGRP1"	"AR"	2	"1 / 1 / 47 / 6"	"38 / 11 / 376 / 438"	"603962"	"https://alphafold.ebi.ac.uk/entry/O95267"	"O95267"	"HP:0002715; HP:0020072"	"Abnormality of the immune system; Persistent EBV viremia"	238.79	"D82.3"	"Recurrent pneumonia, herpesvirus infections, EBV associated lymphoma"	NA	NA	NA	"normal"	NA	"4. Diseases of Immune Dysregulation"	NA	"Poor activation, proliferation, motility"	"Poor activation, proliferation, motility"	NA	"Normal"	NA	38	11	376	438	1	1	47	6	1.85383555109937e-07	1.85416994651955e-07	1.85450434193974e-07	1.85400274880946e-07	1.85433714422965e-07
"4. PIRD"	"7. Susceptibility to EBV and Lymphoproliferative Conditions"	"SH2D1A (SAP) deficiency (XLP1)"	"SH2D1A"	"XL"	3	"1 / 1 / 6 / 2"	"65 / 19 / 107 / 118"	"300490"	"https://alphafold.ebi.ac.uk/entry/O60880"	"O60880"	"HP:0002715; HP:0020072"	"Abnormality of the immune system; Persistent EBV viremia"	238.79	"D82.3"	"EBV, HLH, Lymphoproliferation, Aplastic anaemia"	"low"	"variable"	"variable"	"normal"	NA	"4. Diseases of Immune Dysregulation"	NA	"Normal or Increased activated T cells"	"Reduced Memory B cells"	"Variable"	"Normal"	"Low iNKT"	65	19	107	118	1	1	6	2	4.18822141422458e-09	4.18822141422458e-09	4.18822141422458e-09	4.18822141422458e-09	4.18822141422458e-09
"4. PIRD"	"7. Susceptibility to EBV and Lymphoproliferative Conditions"	"TET2 deficiency"	"TET2"	"AR"	2	"1 / 1 / 81 / 26"	"235 / 42 / 957 / 552"	NA	"https://alphafold.ebi.ac.uk/entry/Q6N021"	"Q6N021"	"HP:0002715; HP:0020072"	"Abnormality of the immune system; Persistent EBV viremia"	238.79	"D82.3"	"ALPS-like, viral ifnection, EBV+ lymphoma, FTT, developmenal delay, EBV viremia"	"borderline"	"high"	"variable"	NA	NA	"4. Diseases of Immune Dysregulation"	NA	"High DN T cells, low TH1, Th17 and TFH"	"Normal numbers of B cells with low memory"	"Variable"	NA	"Poor fas-mediated apoptosis"	235	42	957	552	1	1	81	26	9.73805134623069e-06	9.73852917057331e-06	9.73900699491593e-06	9.738290258402e-06	9.73876808274462e-06
"4. PIRD"	"7. Susceptibility to EBV and Lymphoproliferative Conditions"	"CD137 deficiency (41BB)"	"TNFRSF9"	"AR"	2	"1 / 1 / 27 / 3"	"16 / 5 / 144 / 172"	"602250"	"https://alphafold.ebi.ac.uk/entry/Q07011"	"Q07011"	"HP:0002715; HP:0020072"	"Abnormality of the immune system; Persistent EBV viremia"	238.79	"D82.3"	"EBV lymphoproliferation, B-cell lymphoma"	"normal"	"normal"	"low"	"normal"	NA	"4. Diseases of Immune Dysregulation"	NA	"Normal"	"Normal"	"Low"	"Normal"	NA	16	5	144	172	1	1	27	3	1.91700766483836e-07	7.66279927888418e-07	1.340859089293e-06	4.78990347186127e-07	1.05356950859071e-06
"4. PIRD"	"7. Susceptibility to EBV and Lymphoproliferative Conditions"	"4-1 BBL deficiency"	"TNFSF9"	"AR"	0	"0 / 0 / 2 / 1"	"0 / 0 / 36 / 6"	"620282"	"https://alphafold.ebi.ac.uk/entry/P41273"	"P41273"	"HP:0002715; HP:0020072"	"Abnormality of the immune system; Persistent EBV viremia"	238.79	"D82.3"	"EBV in B cellsa nd smooth muscle"	"normal"	"normal"	NA	NA	NA	"4. Diseases of Immune Dysregulation"	NA	"Normal"	"Normal"	NA	NA	"Low CD137L after stimulation"	0	0	36	6	0	0	2	1	0	0	0	0	0
"4. PIRD"	"7. Susceptibility to EBV and Lymphoproliferative Conditions"	"XIAP deficiency (XLP2)"	"XIAP"	"XL"	2	"1 / 1 / 24 / 17"	"107 / 22 / 330 / 326"	"300079"	"https://alphafold.ebi.ac.uk/entry/P98170"	"P98170"	"HP:0002715; HP:0020072"	"Abnormality of the immune system; Persistent EBV viremia"	238.79	"D82.3"	"EBV infection, Splenomegaly, lymphoproliferation, HLH, Colitis, IBD, hepatitis, Low iNKT cells, hypogammaglobulinemia"	"borderline"	"variable"	"variable"	"normal"	NA	"4. Diseases of Immune Dysregulation"	NA	"Normal or Increased activated T cells; low/normal iNK T cells"	"Normal or reduced Memory B cells"	"Variable"	"Normal"	NA	107	22	330	326	1	1	24	17	6.79563766137692e-06	6.79563766137692e-06	6.79563766137692e-06	6.79563766137692e-06	6.79563766137692e-06
"5. PD"	"1. Congenital Neutropenias"	"Specific granule deficiency"	"CEBPE"	"AR"	3	"1 / 1 / 55 / 2"	"19 / 2 / 216 / 182"	"189965"	"https://alphafold.ebi.ac.uk/entry/Q15744"	"Q15744"	"HP:0002715; HP:0410252"	"Abnormality of the immune system; Chronic neutropenia"	288.2	"D71"	"Neutrophils with bilobed nuclei"	NA	NA	NA	"low"	NA	"5. Congenital defects of phagocyte number or function"	"GOF"	NA	NA	NA	"Low"	NA	19	2	216	182	1	1	55	2	1.1500869906955e-07	1.1500869906955e-07	1.15278838441351e-07	1.1500869906955e-07	1.1514376875545e-07
"5. PD"	"1. Congenital Neutropenias"	"3-Methylglutaconic aciduria"	"CLPB"	"AD"	10	"8 / 1 / 131 / 29"	"67 / 27 / 790 / 666"	"616254"	"https://alphafold.ebi.ac.uk/entry/Q9H078"	"Q9H078"	"HP:0002715; HP:0410252"	"Abnormality of the immune system; Chronic neutropenia"	288.01	"D70.0"	"Neurocognitive developmental aberrations, microcephaly, hypoglycemia, hypotonia, ataxia, seizures, cataracts, IUGR"	NA	NA	NA	"low"	NA	"5. Congenital defects of phagocyte number or function"	NA	NA	NA	NA	"Low"	NA	67	27	790	666	8	1	131	29	6.69483804627459e-07	6.72456416428426e-07	2.93942981341588e-05	6.70051672247892e-07	1.34000113037961e-06
"5. PD"	"1. Congenital Neutropenias"	"3-Methylglutaconic aciduria"	"CLPB"	"AR"	10	"8 / 1 / 131 / 29"	"67 / 27 / 790 / 666"	"616254"	"https://alphafold.ebi.ac.uk/entry/Q9H078"	"Q9H078"	"HP:0002715; HP:0410252"	"Abnormality of the immune system; Chronic neutropenia"	288.01	"D70.0"	"Neurocognitive developmental aberrations, microcephaly, hypoglycemia, hypotonia, ataxia, seizures, cataracts, IUGR"	NA	NA	NA	"low"	NA	"5. Congenital defects of phagocyte number or function"	NA	NA	NA	NA	"Low"	NA	67	27	790	666	8	1	131	29	6.69483804627459e-07	6.72456416428426e-07	2.93942981341588e-05	6.70051672247892e-07	1.34000113037961e-06
"5. PD"	"1. Congenital Neutropenias"	"G-CSF receptor deficiency"	"CSF3R"	"AR"	4	"2 / 1 / 128 / 12"	"58 / 26 / 754 / 498"	"138971"	"https://alphafold.ebi.ac.uk/entry/Q99062"	"Q99062"	"HP:0002715; HP:0410252"	"Abnormality of the immune system; Chronic neutropenia"	288.01	"D70.0"	NA	NA	NA	NA	"low"	NA	"5. Congenital defects of phagocyte number or function"	NA	NA	NA	NA	"Low"	NA	58	26	754	498	2	1	128	12	2.70011954465159e-06	6.74848460907396e-06	0.000113317420576314	2.70025206953555e-06	3.64268598743167e-05
"5. PD"	"1. Congenital Neutropenias"	"CXCR2 deficiency"	"CXCR2"	"AR"	1	"0 / 1 / 49 / 9"	"8 / 4 / 216 / 198"	NA	"https://alphafold.ebi.ac.uk/entry/P25025"	"P25025"	"HP:0002715; HP:0410252"	"Abnormality of the immune system; Chronic neutropenia"	288.01	"D70.0"	"Myelokathexis (3/6 pts), recurrent gingivitis, oral ulcers, hypergammaglobulinemia"	"normal"	"variable"	"high"	"low"	NA	"5. Congenital defects of phagocyte number or function"	NA	"Normal numbers of CD4+ T cells, variable CD8+ T cells, NK cells normal"	"Normal"	"High serum IgG, IgA, IgM"	"Severe neutropenia"	NA	8	4	216	198	0	1	49	9	3.017757928386e-07	3.017757928386e-07	3.017757928386e-07	3.017757928386e-07	3.017757928386e-07
"5. PD"	"1. Congenital Neutropenias"	"DBF4 deficiency"	"DBF4"	"AR"	NA	NA	"0 / 0 / 66 / 8"	NA	"https://alphafold.ebi.ac.uk/entry/Q9UBU7"	"Q9UBU7"	"HP:0002715; HP:0410252"	"Abnormality of the immune system; Chronic neutropenia"	288.01	"D70.0"	"Developmental delay"	NA	NA	NA	"low"	NA	"5. Congenital defects of phagocyte number or function"	NA	NA	NA	NA	"Low"	NA	0	0	66	8	NA	NA	NA	NA	0	0	0	0	0
"5. PD"	"1. Congenital Neutropenias"	"Schwachman Diamond syndrome due to DNAJC21 deficiency"	"DNAJC21"	"AR"	3	"2 / 1 / 79 / 8"	"66 / 22 / 382 / 328"	"617048"	"https://alphafold.ebi.ac.uk/entry/Q5F1R6"	"Q5F1R6"	"HP:0002715; HP:0410252"	"Abnormality of the immune system; Chronic neutropenia"	288.2	"D71"	"Metaphyseal changes, short stature, developmental delay, pancreatic dysfunction, bone marrow failure"	NA	NA	NA	"low"	NA	"5. Congenital defects of phagocyte number or function"	NA	NA	NA	NA	"Low"	NA	66	22	382	328	2	1	79	8	3.71462602178168e-07	3.71892303819128e-07	1.48750103855695e-06	3.71677452998648e-07	9.29696671188037e-07
"5. PD"	"1. Congenital Neutropenias"	"Schwachman Diamond syndrome due to EFL1 deficiency"	"EFL1"	"AR"	4	"3 / 1 / 116 / 17"	"14 / 2 / 491 / 488"	"617941"	"https://alphafold.ebi.ac.uk/entry/Q7Z2Z2"	"Q7Z2Z2"	"HP:0002715; HP:0410252"	"Abnormality of the immune system; Chronic neutropenia"	288.2	"D71"	"Metaphyseal changes, short stature, developmental delay, pancreatic dysfunction, bone marrow failure"	NA	NA	NA	"low"	NA	"5. Congenital defects of phagocyte number or function"	NA	NA	NA	NA	"Low"	NA	14	2	491	488	3	1	116	17	1.5682485668002e-05	4.70657906669733e-05	7.84346338740028e-05	3.92173678914599e-05	5.49105979945012e-05
"5. PD"	"1. Congenital Neutropenias"	"Elastase deficiency (SCN1)"	"ELANE"	"AD"	5	"3 / 1 / 71 / 9"	"72 / 82 / 628 / 436"	"130130"	"https://alphafold.ebi.ac.uk/entry/P08246"	"P08246"	"HP:0002715; HP:0410252"	"Abnormality of the immune system; Chronic neutropenia"	288.01	"D70.0"	"Susceptibility to MDS/leukemia, Severe congenital neutropenia or cyclic neutropenia"	NA	NA	NA	"low"	NA	"5. Congenital defects of phagocyte number or function"	NA	NA	NA	NA	"Low"	NA	72	82	628	436	3	1	71	9	6.56766998771846e-06	6.57039e-06	1.31389e-05	6.56766998771846e-06	6.57056e-06
"5. PD"	"1. Congenital Neutropenias"	"G6PC3 deficiency (SCN4)"	"G6PC3"	"AR"	5	"4 / 1 / 56 / 3"	"77 / 20 / 392 / 420"	"611045"	"https://alphafold.ebi.ac.uk/entry/Q9BUM1"	"Q9BUM1"	"HP:0002715; HP:0410252"	"Abnormality of the immune system; Chronic neutropenia"	288.01	"D70.0"	"Structural heart defects, urogenital abnormalities, inner ear deafness, and venous angiectasias of trunks and limbs"	NA	NA	NA	"low"	NA	"5. Congenital defects of phagocyte number or function"	NA	NA	NA	NA	"Low"	NA	77	20	392	420	4	1	56	3	3.86795313485934e-07	3.871693571195e-07	3.48022121352398e-06	3.87082799667717e-07	1.16074726797687e-06
"5. PD"	"1. Congenital Neutropenias"	"Glycogen storage disease type 1b"	"G6PT1"	"AR"	NA	NA	NA	"602671"	"https://alphafold.ebi.ac.uk/entry/NA"	NA	"HP:0002715; HP:0410252"	"Abnormality of the immune system; Chronic neutropenia"	288.01	"D70.0"	"Fasting hypoglycemia, lactic acidosis, hyperlipidemia, hepatomegaly"	NA	NA	NA	"low"	NA	"5. Congenital defects of phagocyte number or function"	NA	NA	NA	NA	"Low"	"Monocytes"	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0
